,成交股數
1781,6000.0
1782,204949.0
1783,27404.0
1784,3537919.0
1785,2152091.0
1786,398747.0
1787,98413.0
1788,2577655.0
1789,1469787.0
1790,386520.0
1791,164675.0
1792,134875.0
1793,33180.0
1794,9000.0
1795,9394.0
1796,186799.0
1797,39835.0
1798,323191.0
1799,169665.0
1800,3195779.0
1801,1864777.0
1802,1943385.0
1803,4601350.0
1804,451573.0
1805,37785.0
1806,3402385.0
1807,1660043.0
1808,434631.0
1809,124260.0
1810,162121.0
1811,35150.0
1812,309183.0
1813,152582.0
1814,1337939.0
1815,708023.0
1816,74162.0
1817,19686.0
1818,234806.0
1819,60685.0
1820,1236767.0
1821,3182002.0
1822,1946762.0
1823,752140.0
1824,1463663.0
1825,433628.0
1826,301679.0
1827,227031.0
1828,2610518.0
1829,3504007.0
1830,1208864.0
1831,464688.0
1832,17334.0
1833,2066.0
1834,273076.0
1835,57912.0
1836,59360.0
1837,24928.0
1838,43000.0
1839,7000.0
1840,2230890.0
1841,1663205.0
1842,46416.0
1843,106572.0
1844,15000.0
1845,21020.0
1846,1275453.0
1847,398656.0
1848,315897.0
1849,71957.0
1850,1621825.0
1851,921063.0
1852,4103.0
1853,0.0
1854,111928.0
1855,51493.0
1856,20510.0
1857,19480.0
1858,18012.0
1859,19002.0
1860,909510.0
1861,300056.0
1862,136258.0
1863,14426.0
1864,1788156.0
1865,847969.0
1866,128003.0
1867,20000.0
1868,47000.0
1869,57051.0
1870,139082.0
1871,72734.0
1872,401006.0
1873,1012859.0
1874,792187.0
1875,1320244.0
1876,998168.0
1877,776017.0
1878,226854.0
1879,1310396.0
1880,578708.0
1881,12155036.0
1882,4245564.0
1883,1272812.0
1884,1147873.0
1885,7828293.0
1886,2839458.0
1887,800497.0
1888,573745.0
1889,2837885.0
1890,1668833.0
1891,3458109.0
1892,1901813.0
1893,70872.0
1894,45018.0
1895,525279.0
1896,174838.0
1897,121647.0
1898,29031.0
1899,1042996.0
1900,336987.0
1901,1320233.0
1902,1089568.0
1903,1411444.0
1904,562957.0
1905,1378905.0
1906,731199.0
1907,2990219.0
1908,1402570.0
1909,709806.0
1910,344606.0
1911,643972.0
1912,494042.0
1913,2784772.0
1914,1381877.0
1915,21008.0
1916,23587.0
1917,1523647.0
1918,757292.0
1919,145813.0
1920,46018.0
1921,3238845.0
1922,1434040.0
1923,464960.0
1924,100982.0
1925,518041.0
1926,147850.0
1927,409016.0
1928,171756.0
1929,4509351.0
1930,2868359.0
1931,906045.0
1932,340055.0
1933,380677.0
1934,159987.0
1935,187550.0
1936,87538.0
1937,191836.0
1938,181779.0
1939,1994997.0
1940,996737.0
1941,1573433.0
1942,1016819.0
1943,91164.0
1944,17688.0
1945,193948.0
1946,28504.0
1947,1568639.0
1948,1674923.0
1949,159671.0
1950,21106.0
1951,309622.0
1952,42447.0
1953,29955.0
1954,17256.0
1955,455517.0
1956,189426.0
1957,130869.0
1958,530453.0
1959,99000.0
1960,70010.0
1961,1138392.0
1962,2093416.0
1963,87283.0
1964,80060.0
1965,340965.0
1966,149839.0
1967,339505.0
1968,126219.0
1969,118115.0
1970,84030.0
1971,705626.0
1972,786506.0
1973,14949.0
1974,20671.0
1975,135423.0
1976,141981.0
1977,1013.0
1978,23263.0
1979,10164.0
1980,0.0
1981,57631.0
1982,36000.0
1983,1233758.0
1984,391158.0
1985,68105.0
1986,18847.0
1987,2204847.0
1988,1063263.0
1989,494059.0
1990,308294.0
1991,67254.0
1992,50003.0
1993,75664035.0
1994,77088482.0
1995,2000.0
1996,23000.0
1997,12000.0
1998,0.0
1999,73000.0
2000,12010.0
2001,33503.0
2002,42006.0
2003,331578.0
2004,82101.0
2005,940878.0
2006,327318.0
2007,194000.0
2008,226155.0
2009,2713314.0
2010,1651187.0
2011,410156.0
2012,77129.0
2013,11078209.0
2014,13466792.0
2015,150189.0
2016,78642.0
2017,854654.0
2018,404501.0
2019,2651802.0
2020,1460280.0
2021,242501.0
2022,79184.0
2023,1077479.0
2024,687409.0
2025,457419.0
2026,226310.0
2027,61069.0
2028,36224.0
2029,1279339.0
2030,502141.0
2031,524448.0
2032,210348.0
2033,12456.0
2034,5967.0
2035,17799194.0
2036,7971878.0
2037,1154468.0
2038,678795.0
2039,159526.0
2040,177901.0
2041,362700.0
2042,77864.0
2043,10215.0
2044,3019.0
2045,220195.0
2046,44919.0
2047,124009.0
2048,120010.0
2049,8001.0
2050,2864.0
2051,141570.0
2052,40828.0
2053,9482.0
2054,6066.0
2055,1895821.0
2056,2044328.0
2057,1454754.0
2058,1599888.0
2059,724436.0
2060,613569.0
2061,48223.0
2062,62024.0
2063,1173988.0
2064,896294.0
2065,942910.0
2066,692203.0
2067,671692.0
2068,301053.0
2069,984177.0
2070,587640.0
2071,117079.0
2072,23816.0
2073,152517.0
2074,40133.0
2075,68835.0
2076,80810.0
2077,6963662.0
2078,3132737.0
2079,837322.0
2080,254090.0
2081,315182.0
2082,245587.0
2083,4720762.0
2084,3065894.0
